DataSet					
4					
X					
Y					
Cu(%)					
Au(PPM)					
11	8	0	-999		
8	30	0	-999		
9	48	2.243999939	-999		
8	69	4.343999939	-999		
9	90	4.121000061	-999		
10	110	5.872000122	-999		
9	129	1.923000031	-999		
11	150	0.312999992	-999		
10	170	3.885	-999		
8	188	1.746000061	-999		
9	209	1.878000031	-999		
10	231	0.820999985	-999		
11	250	0.810999985	-999		
10	269	1.243000031	-999		
8	288	1.88	-999		
31	11	0.287000008	-999		
29	29	0.780999985	-999		
28	51	2.921000061	-999		
31	68	8.952000122	-999		
28	88	7.025999756	-999		
30	110	4.902999878	-999		
28	130	1.361000061	-999		
28	150	3.35	-999		
30	171	2.77	-999		
28	190	2.061000061	-999		
31	209	0.245	-999		
28	229	1.981000061	-999		
30	250	0.602999992	-999		
31	269	3.126000061	-999		
31	289	2.408999939	-999		
49	11	6.532999878	-999		
49	29	0.964000015	-999		
51	48	1.05	-999		
49	68	0.377999992	-999		
50	88	8.207999878	-999		
51	109	4.507000122	-999		
48	129	1.903999939	-999		
49	151	7.732999878	-999		
51	168	9.719000244	-999		
48	190	7.624000244	-999		
50	211	9.682999878	-999		
49	231	3.947000122	-999		
51	250	3.43	-999		
50	268	8.637999878	-999		
51	290	1.596000061	-999		
71	9	4.457999878	-999		
71	29	6.732999878	-999		
70	51	2.526000061	-999		
68	70	5.375	-999		
69	90	0	-999		
68	110	3.291000061	-999		
68	128	6.462999878	-999		
69	148	6.162000122	-999		
69	169	7.612999878	-999		
70	191	9.18	-999		
69	208	0.974000015	-999		
69	229	0	-999		
68	250	0	-999		
71	268	0	-999		
71	288	0.024000001	-999		
91	11	3.682999878	-999		
91	29	0.915999985	-999		
90	49	6.547000122	-999		
91	68	6.455	-999		
91	91	9.072000122	-999		
91	111	8.262999878	-999		
89	130	9.752999878	-999		
88	149	5.510999756	-999		
89	170	1.555	-999		
89	188	0.106999998	-999		
90	211	0	-999		
90	230	0	-999		
88	249	0	-999		
88	269	0.121000004	-999		
88	288	0.622000008	-999		
109	11	3.996000061	-999		
111	31	1.766000061	-999		
108	49	4.02	-999		
109	68	2.606000061	-999		
108	88	1.92	-999		
110	109	2.376000061	-999		
109	129	7.02	-999		
110	148	0.385	-999		
111	169	0.221000004	-999		
111	191	0.027	-999		
110	208	0.178999996	-999		
109	230	1.741999969	-999		
109	249	0.128999996	-999		
109	268	1.878000031	-999		
111	291	2.687999878	-999		
130	9	5.725	-999		
131	31	0.291000004	-999		
130	48	0.751999969	-999		
128	70	3.998999939	-999		
129	90	2.431000061	-999		
131	109	0	-999		
129	128	2.446999969	-999		
131	148	1.851999969	-999		
131	169	0.26	-999		
129	191	0	-999		
128	209	1.003000031	-999		
130	231	5.302999878	-999		
131	248	1.074000015	-999		
128	269	1.593000031	-999		
131	288	0.706999969	-999		
148	8	2.602000122	-999		
149	29	3.26	-999		
150	49	3.327000122	-999		
151	69	5.312999878	-999		
150	89	5.472000122	-999		
150	109	4.827000122	-999		
150	129	0.840999985	-999		
150	151	0.046999998	-999		
149	169	1.806000061	-999		
151	190	0	-999		
148	208	3.423999939	-999		
150	228	6.022999878	-999		
149	251	2.091000061	-999		
149	271	0.794000015	-999		
148	291	1.040999985	-999		
168	8	4.46	-999		
171	29	1.898999939	-999		
169	49	2.803999939	-999		
168	69	0	-999		
168	91	4.992999878	-999		
171	109	4.572999878	-999		
168	131	3.412000122	-999		
171	150	0	-999		
171	171	2.083000031	-999		
169	191	0.996999969	-999		
170	210	6.365999756	-999		
170	230	1.731000061	-999		
169	249	0.17	-999		
168	271	2.831000061	-999		
168	290	0.308999996	-999		
190	11	3.485	-999		
191	28	2.223999939	-999		
191	48	0.590999985	-999		
190	69	0	-999		
190	89	3.26	-999		
188	111	3.251000061	-999		
191	129	1.146999969	-999		
189	149	4.816000061	-999		
190	169	3.241000061	-999		
190	189	0.108999996	-999		
188	210	3.328999939	-999		
191	231	1.843999939	-999		
190	248	1.466000061	-999		
189	270	0.92	-999		
189	290	0.025	-999		
211	11	3.581000061	-999		
209	30	4.732999878	-999		
211	49	3.087999878	-999		
210	70	4.067999878	-999		
