tmp_pygslib_file
  4
X
Y
V
Cell Declustering Weight
11.0    8.0     0.0   1.0000000    
  8.0   30.0     0.0   1.0000000    
  9.0   48.0   224.4   1.0000000    
  8.0   69.0   434.4   1.0000000    
  9.0   90.0   412.1   1.0000000    
 10.0  110.0   587.2   1.0000000    
  9.0  129.0   192.3   1.0000000    
 11.0  150.0    31.3   1.0000000    
 10.0  170.0   388.5   1.0000000    
  8.0  188.0   174.6   1.0000000    
  9.0  209.0   187.8   1.0000000    
 10.0  231.0    82.1   1.0000000    
 11.0  250.0    81.1   1.0000000    
 10.0  269.0   124.3   1.0000000    
  8.0  288.0   188.0   1.0000000    
 31.0   11.0    28.7   1.0000000    
 29.0   29.0    78.1   1.0000000    
 28.0   51.0   292.1   1.0000000    
 31.0   68.0   895.2   1.0000000    
 28.0   88.0   702.6   1.0000000    
 30.0  110.0   490.3   1.0000000    
 28.0  130.0   136.1   1.0000000    
 28.0  150.0   335.0   1.0000000    
 30.0  171.0   277.0   1.0000000    
 28.0  190.0   206.1   1.0000000    
 31.0  209.0    24.5   1.0000000    
 28.0  229.0   198.1   1.0000000    
 30.0  250.0    60.3   1.0000000    
 31.0  269.0   312.6   1.0000000    
 31.0  289.0   240.9   1.0000000    
 49.0   11.0   653.3   1.0000000    
 49.0   29.0    96.4   1.0000000    
 51.0   48.0   105.0   1.0000000    
 49.0   68.0    37.8   1.0000000    
 50.0   88.0   820.8   1.0000000    
 51.0  109.0   450.7   1.0000000    
 48.0  129.0   190.4   1.0000000    
 49.0  151.0   773.3   1.0000000    
 51.0  168.0   971.9   1.0000000    
 48.0  190.0   762.4   1.0000000    
 50.0  211.0   968.3   1.0000000    
 49.0  231.0   394.7   1.0000000    
 51.0  250.0   343.0   1.0000000    
 50.0  268.0   863.8   1.0000000    
 51.0  290.0   159.6   1.0000000    
 71.0    9.0   445.8   1.0000000    
 71.0   29.0   673.3   1.0000000    
 70.0   51.0   252.6   1.0000000    
 68.0   70.0   537.5   1.0000000    
 69.0   90.0     0.0   1.0000000    
 68.0  110.0   329.1   1.0000000    
 68.0  128.0   646.3   1.0000000    
 69.0  148.0   616.2   1.0000000    
 69.0  169.0   761.3   1.0000000    
 70.0  191.0   918.0   1.0000000    
 69.0  208.0    97.4   1.0000000    
 69.0  229.0     0.0   1.0000000    
 68.0  250.0     0.0   1.0000000    
 71.0  268.0     0.0   1.0000000    
 71.0  288.0     2.4   1.0000000    
 91.0   11.0   368.3   1.0000000    
 91.0   29.0    91.6   1.0000000    
 90.0   49.0   654.7   1.0000000    
 91.0   68.0   645.5   1.0000000    
 91.0   91.0   907.2   1.0000000    
 91.0  111.0   826.3   1.0000000    
 89.0  130.0   975.3   1.0000000    
 88.0  149.0   551.1   1.0000000    
 89.0  170.0   155.5   1.0000000    
 89.0  188.0    10.7   1.0000000    
 90.0  211.0     0.0   1.0000000    
 90.0  230.0     0.0   1.0000000    
 88.0  249.0     0.0   1.0000000    
 88.0  269.0    12.1   1.0000000    
 88.0  288.0    62.2   1.0000000    
109.0   11.0   399.6   1.0000000    
111.0   31.0   176.6   1.0000000    
108.0   49.0   402.0   1.0000000    
109.0   68.0   260.6   1.0000000    
108.0   88.0   192.0   1.0000000    
110.0  109.0   237.6   1.0000000    
109.0  129.0   702.0   1.0000000    
110.0  148.0    38.5   1.0000000    
111.0  169.0    22.1   1.0000000    
111.0  191.0     2.7   1.0000000    
110.0  208.0    17.9   1.0000000    
109.0  230.0   174.2   1.0000000    
109.0  249.0    12.9   1.0000000    
109.0  268.0   187.8   1.0000000    
111.0  291.0   268.8   1.0000000    
130.0    9.0   572.5   1.0000000    
131.0   31.0    29.1   1.0000000    
130.0   48.0    75.2   1.0000000    
