tmp_pygslib_file                        
2
Cell Size
Declustered Mean
           .000          435.299
          5.000          424.645
          5.800          415.673
          6.600          407.892
          7.400          399.440
          8.200          391.140
          9.000          380.636
          9.800          370.346
         10.600          360.152
         11.400          352.253
         12.200          343.069
         13.000          335.609
         13.800          327.774
         14.600          321.229
         15.400          315.521
         16.200          309.203
         17.000          304.601
         17.800          300.207
         18.600          295.589
         19.400          293.710
         20.200          292.211
         21.000          291.040
         21.800          290.106
         22.600          290.482
         23.400          290.396
         24.200          291.768
         25.000          293.993
         25.800          295.870
         26.600          296.837
         27.400          297.271
         28.200          297.846
         29.000          299.410
         29.800          300.778
         30.600          302.053
         31.400          303.328
         32.200          304.118
         33.000          304.880
         33.800          305.458
         34.600          306.296
         35.400          307.739
         36.200          309.696
         37.000          311.030
         37.800          311.978
         38.600          312.897
         39.400          313.267
         40.200          313.182
         41.000          314.643
         41.800          316.368
         42.600          317.570
         43.400          318.398
         44.200          319.102
         45.000          319.923
