tmp_pygslib_file
4
Id
X
Y
V
   1.0   11.0    8.0     0.0
   2.0    8.0   30.0     0.0
   3.0    9.0   48.0   224.4
   4.0    8.0   69.0   434.4
   5.0    9.0   90.0   412.1
   6.0   10.0  110.0   587.2
   7.0    9.0  129.0   192.3
   8.0   11.0  150.0    31.3
   9.0   10.0  170.0   388.5
  10.0    8.0  188.0   174.6
  11.0    9.0  209.0   187.8
  12.0   10.0  231.0    82.1
  13.0   11.0  250.0    81.1
  14.0   10.0  269.0   124.3
  15.0    8.0  288.0   188.0
  16.0   31.0   11.0    28.7
  17.0   29.0   29.0    78.1
  18.0   28.0   51.0   292.1
  19.0   31.0   68.0   895.2
  20.0   28.0   88.0   702.6
  21.0   30.0  110.0   490.3
  22.0   28.0  130.0   136.1
  23.0   28.0  150.0   335.0
  24.0   30.0  171.0   277.0
  25.0   28.0  190.0   206.1
  26.0   31.0  209.0    24.5
  27.0   28.0  229.0   198.1
  28.0   30.0  250.0    60.3
  29.0   31.0  269.0   312.6
  30.0   31.0  289.0   240.9
  31.0   49.0   11.0   653.3
  32.0   49.0   29.0    96.4
  33.0   51.0   48.0   105.0
  34.0   49.0   68.0    37.8
  35.0   50.0   88.0   820.8
  36.0   51.0  109.0   450.7
  37.0   48.0  129.0   190.4
  38.0   49.0  151.0   773.3
  39.0   51.0  168.0   971.9
  40.0   48.0  190.0   762.4
  41.0   50.0  211.0   968.3
  42.0   49.0  231.0   394.7
  43.0   51.0  250.0   343.0
  44.0   50.0  268.0   863.8
  45.0   51.0  290.0   159.6
  46.0   71.0    9.0   445.8
  47.0   71.0   29.0   673.3
  48.0   70.0   51.0   252.6
  49.0   68.0   70.0   537.5
  50.0   69.0   90.0     0.0
  51.0   68.0  110.0   329.1
  52.0   68.0  128.0   646.3
  53.0   69.0  148.0   616.2
  54.0   69.0  169.0   761.3
  55.0   70.0  191.0   918.0
  56.0   69.0  208.0    97.4
  57.0   69.0  229.0     0.0
  58.0   68.0  250.0     0.0
  59.0   71.0  268.0     0.0
  60.0   71.0  288.0     2.4
  61.0   91.0   11.0   368.3
  62.0   91.0   29.0    91.6
  63.0   90.0   49.0   654.7
  64.0   91.0   68.0   645.5
  65.0   91.0   91.0   907.2
  66.0   91.0  111.0   826.3
  67.0   89.0  130.0   975.3
  68.0   88.0  149.0   551.1
  69.0   89.0  170.0   155.5
  70.0   89.0  188.0    10.7
  71.0   90.0  211.0     0.0
  72.0   90.0  230.0     0.0
  73.0   88.0  249.0     0.0
  74.0   88.0  269.0    12.1
  75.0   88.0  288.0    62.2
  76.0  109.0   11.0   399.6
  77.0  111.0   31.0   176.6
  78.0  108.0   49.0   402.0
  79.0  109.0   68.0   260.6
  80.0  108.0   88.0   192.0
  81.0  110.0  109.0   237.6
  82.0  109.0  129.0   702.0
  83.0  110.0  148.0    38.5
  84.0  111.0  169.0    22.1
  85.0  111.0  191.0     2.7
  86.0  110.0  208.0    17.9
  87.0  109.0  230.0   174.2
  88.0  109.0  249.0    12.9
  89.0  109.0  268.0   187.8
  90.0  111.0  291.0   268.8
  91.0  130.0    9.0   572.5
  92.0  131.0   31.0    29.1
  93.0  130.0   48.0    75.2
  94.0  128.0   70.0   399.9
  95.0  129.0   90.0   243.1
  96.0  131.0  109.0     0.0
  97.0  129.0  128.0   244.7
  98.0  131.0  148.0   185.2
  99.0  131.0  169.0    26.0
 100.0  129.0  191.0     0.0
 101.0  128.0  209.0   100.3
 102.0  130.0  231.0   530.3
 103.0  131.0  248.0   107.4
 104.0  128.0  269.0   159.3
 105.0  131.0  288.0    70.7
 106.0  148.0    8.0   260.2
 107.0  149.0   29.0   326.0
 108.0  150.0   49.0   332.7
 109.0  151.0   69.0   531.3
 110.0  150.0   89.0   547.2
 111.0  150.0  109.0   482.7
 112.0  150.0  129.0    84.1
 113.0  150.0  151.0     4.7
 114.0  149.0  169.0   180.6
 115.0  151.0  190.0     0.0
 116.0  148.0  208.0   342.4
 117.0  150.0  228.0   602.3
 118.0  149.0  251.0   209.1
 119.0  149.0  271.0    79.4
 120.0  148.0  291.0   104.1
 121.0  168.0    8.0   446.0
 122.0  171.0   29.0   189.9
 123.0  169.0   49.0   280.4
 124.0  168.0   69.0     0.0
 125.0  168.0   91.0   499.3
 126.0  171.0  109.0   457.3
 127.0  168.0  131.0   341.2
 128.0  171.0  150.0     0.0
 129.0  171.0  171.0   208.3
 130.0  169.0  191.0    99.7
 131.0  170.0  210.0   636.6
 132.0  170.0  230.0   173.1
 133.0  169.0  249.0    17.0
 134.0  168.0  271.0   283.1
 135.0  168.0  290.0    30.9
 136.0  190.0   11.0   348.5
 137.0  191.0   28.0   222.4
 138.0  191.0   48.0    59.1
 139.0  190.0   69.0     0.0
 140.0  190.0   89.0   326.0
 141.0  188.0  111.0   325.1
 142.0  191.0  129.0   114.7
 143.0  189.0  149.0   481.6
 144.0  190.0  169.0   324.1
 145.0  190.0  189.0    10.9
 146.0  188.0  210.0   332.9
 147.0  191.0  231.0   184.4
 148.0  190.0  248.0   146.6
 149.0  189.0  270.0    92.0
 150.0  189.0  290.0     2.5
 151.0  211.0   11.0   358.1
 152.0  209.0   30.0   473.3
 153.0  211.0   49.0   308.8
 154.0  210.0   70.0   406.8
 155.0  209.0   90.0   812.1
 156.0  210.0  111.0   339.7
 157.0  211.0  130.0   223.9
 158.0  208.0  151.0   673.5
 159.0  209.0  168.0   141.0
 160.0  208.0  191.0    61.8
 161.0  210.0  211.0   258.3
 162.0  211.0  228.0   590.3
 163.0  211.0  250.0   166.9
 164.0  208.0  268.0   125.2
 165.0  208.0  289.0    29.3
 166.0  231.0   10.0   617.6
 167.0  231.0   28.0   425.9
 168.0  230.0   50.0   295.7
 169.0  230.0   71.0   224.9
 170.0  229.0   91.0    31.7
 171.0  229.0  110.0   377.4
 172.0  230.0  131.0   333.3
 173.0  228.0  148.0   351.0
 174.0  229.0  169.0     0.0
 175.0  231.0  191.0   137.6
 176.0  231.0  208.0   451.2
 177.0  229.0  228.0   639.5
 178.0  231.0  249.0   119.9
 179.0  231.0  268.0    27.2
 180.0  230.0  291.0     2.1
 181.0  249.0    9.0   167.7
 182.0  250.0   30.0   147.8
 183.0  249.0   48.0   442.7
 184.0  251.0   69.0   487.7
 185.0  251.0   91.0     0.0
 186.0  248.0  109.0    28.2
 187.0  249.0  130.0     0.0
 188.0  248.0  150.0    18.3
 189.0  250.0  169.0   266.3
 190.0  250.0  190.0   502.3
 191.0  251.0  208.0     0.0
 192.0  251.0  229.0   240.9
 193.0  249.0  251.0   234.4
 194.0  248.0  270.0    22.4
 195.0  250.0  291.0    45.6
 196.0   40.0   71.0    76.2
 197.0   21.0   69.0   284.3
 198.0   28.0   80.0   606.8
 199.0   29.0   59.0   772.7
 200.0   41.0   81.0   269.5
 201.0   18.0   80.0  1036.7
 202.0   39.0   60.0   238.6
 203.0   18.0   60.0   519.4
 204.0   41.0   90.0   414.9
 205.0   21.0   90.0   601.4
 206.0   31.0  101.0   579.2
 207.0   41.0  100.0   601.4
 208.0   21.0  100.0   594.6
 209.0   60.0    8.0   550.1
 210.0   40.0   11.0    99.4
 211.0   51.0   18.0   233.6
 212.0   59.0   20.0    14.4
 213.0   41.0   21.0   115.9
 214.0   59.0   90.0   506.2
 215.0   51.0  101.0   502.4
 216.0   50.0   81.0   608.0
 217.0   59.0  101.0   363.9
 218.0   60.0   81.0   385.6
 219.0   60.0  151.0  1521.1
 220.0   38.0  148.0   340.9
 221.0   50.0  160.0   879.1
 222.0   50.0  138.0   413.4
 223.0   61.0  158.0   868.9
 224.0   39.0  160.0   657.4
 225.0   61.0  139.0   477.0
 226.0   38.0  140.0   268.5
 227.0   61.0  170.0   806.4
 228.0   39.0  170.0   914.4
 229.0   49.0  179.0   811.5
 230.0   58.0  179.0  1113.6
 231.0   39.0  181.0  1008.0
 232.0   60.0  191.0  1528.1
 233.0   40.0  190.0   970.9
 234.0   51.0  198.0  1109.0
 235.0   60.0  198.0  1203.9
 236.0   40.0  200.0   641.3
 237.0   58.0  208.0   720.6
 238.0   38.0  209.0   665.3
 239.0   50.0  221.0   543.3
 240.0   61.0  220.0   101.1
 241.0   39.0  221.0   615.9
 242.0   59.0  268.0   543.1
 243.0   41.0  271.0   868.8
 244.0   49.0  278.0   583.0
 245.0   51.0  260.0   670.7
 246.0   59.0  281.0   148.8
 247.0   39.0  279.0   798.0
 248.0   59.0  258.0   194.9
 249.0   38.0  260.0   635.2
 250.0   78.0   28.0   781.6
 251.0   60.0   29.0   238.6
 252.0   70.0   41.0   472.0
 253.0   70.0   21.0    58.1
 254.0   78.0   41.0   600.3
 255.0   61.0   41.0    64.9
 256.0   78.0   20.0   505.9
 257.0   80.0  131.0   801.6
 258.0   58.0  128.0   158.8
 259.0   71.0  140.0   606.3
 260.0   70.0  121.0    30.7
