tmp_pygslib_file
4
Xloc
Yloc
Cd
Co
2.386  3.077  1.740   9.320
2.544  1.972  1.335  10.000
2.807  3.347  1.610  10.600
4.308  1.933  2.150  11.920
4.383  1.081  1.565  16.320
3.244  4.519  1.145   3.508
3.925  3.785  0.894  15.080
2.116  3.498  0.525   4.200
1.842  0.989  0.240   4.520
1.709  1.843  0.625  12.080
3.800  4.578  3.873   9.840
2.699  1.199  1.425   7.560
3.033  4.384  0.455   2.368
4.232  1.588  1.025   8.840
4.750  1.369  0.775  11.960
2.341  4.135  0.620   5.320
2.827  3.667  0.400   4.680
3.043  4.692  0.625   3.536
1.687  1.174  0.355   3.640
2.235  2.386  1.585  12.440
3.122  1.695  1.885  12.920
2.219  2.774  1.300  13.040
3.185  2.092  1.575  11.200
3.514  5.119  4.191   9.280
4.459  2.624  1.485   6.840
4.339  1.473  0.915  10.800
4.920  1.417  0.705   8.560
3.648  3.780  0.620  14.160
2.916  4.916  0.885   6.280
3.127  1.691  1.960  13.400
3.441  4.719  3.155   9.280
3.336  4.613  1.280   5.920
3.649  2.674  1.785   7.440
3.875  4.924  1.895  11.480
2.612  4.114  0.570   4.880
2.340  4.141  0.540   5.480
3.811  1.318  0.750  12.600
3.661  3.788  0.875  14.640
4.340  3.736  2.818  11.240
2.972  0.988  3.805   9.160
2.286  3.068  0.605   9.680
1.813  2.116  1.003  11.320
3.379  4.308  1.900   8.520
1.965  2.807  0.895  12.600
3.559  4.009  4.020   6.160
2.267  4.189  0.560   6.640
2.965  1.002  1.390  10.360
3.120  1.469  1.910   2.120
3.454  4.654  1.070   7.800
1.071  1.567  0.795   9.960
3.573  3.542  0.550   9.560
3.331  4.609  1.255   7.000
3.541  1.739  2.055   6.320
3.303  3.963  1.220  11.000
3.316  2.987  0.975  14.600
1.879  1.171  0.465   4.000
1.122  2.267  1.145  11.080
4.423  1.078  1.525  16.920
1.241  1.155  1.455   4.520
1.706  1.848  1.120  11.920
3.260  5.420  1.819  11.720
4.081  0.897  0.495  11.200
3.077  2.926  2.120  10.120
3.406  4.741  2.150   7.320
3.699  3.800  0.650  11.600
1.619  2.883  0.840   6.800
3.196  1.814  3.925  12.920
3.447  4.733  1.980   8.400
3.009  4.738  0.450   3.536
3.452  4.736  2.960   7.200
2.908  1.263  1.685   9.840
4.578  1.512  1.305  13.520
3.512  5.124  4.227   9.640
3.312  2.991  0.980  12.520
2.159  2.041  1.570  10.440
4.742  1.381  0.860  11.880
3.592  4.027  2.170  10.840
3.152  3.272  1.560  12.800
4.781  1.375  0.810  10.880
2.319  2.405  1.710  12.840
3.617  2.084  0.845  12.800
2.278  0.929  0.357   4.080
3.792  2.695  1.535   6.760
4.113  2.700  1.285   1.552
3.043  4.698  1.820   3.924
3.271  2.160  0.945  13.320
1.433  1.525  1.605   7.360
3.184  2.098  2.230  11.920
3.675  4.293  0.890   8.600
3.681  5.690  1.898  12.640
2.461  3.423  0.370   3.140
4.576  1.411  1.380  11.280
2.223  0.580  0.285   9.600
3.031  1.201  0.610   6.440
3.347  2.505  0.625   6.960
2.465  4.003  0.325   3.192
3.175  2.102  1.985  12.200
3.733  0.974  0.950   8.920
3.085  1.677  2.040  11.800
2.595  3.638  0.325   3.712
4.279  3.283  0.830  13.360
2.933  0.978  0.800  12.400
3.590  4.033  2.080   7.920
2.883  1.237  2.550   8.520
2.429  1.620  2.535  11.840
2.333  2.417  1.435   9.120
0.626  1.652  0.375   7.280
2.969  0.778  1.930  12.440
0.971  1.576  1.215  10.080
1.392  1.846  1.050  10.600
2.540  3.320  1.260   9.760
1.738  1.771  0.685  11.920
2.243  3.031  0.705  11.800
3.656  2.630  1.385   2.072
2.325  4.143  0.505   5.480
4.550  1.416  1.740  12.400
4.325  1.436  0.560  11.600
3.669  4.291  1.917   8.440
1.877  1.186  0.320   3.800
3.044  1.123  0.630  12.000
3.001  2.581  4.180   9.600
3.136  2.091  1.110  14.200
2.633  3.650  0.425   3.092
3.721  4.239  0.280   8.000
2.333  2.367  1.390  12.360
4.038  2.354  2.805  12.200
3.117  1.702  1.710  14.120
1.824  0.999  0.165   3.752
2.850  1.890  1.360   2.816
2.502  3.988  0.240   3.760
1.443  1.509  1.445   7.760
2.008  1.350  0.515   5.000
2.978  4.009  0.560   6.520
1.662  1.425  0.905  11.240
1.587  1.080  0.605   5.160
3.994  3.814  2.423  14.480
4.383  2.279  0.785   7.840
2.901  4.919  0.810   4.640
4.156  1.242  1.100   7.840
4.475  3.526  0.951  15.280
2.580  3.654  0.275   3.552
0.701  1.997  1.580  12.600
3.649  3.887  1.060  11.480
2.623  0.853  2.580  11.640
1.315  1.975  3.680  11.120
3.656  2.670  1.875  11.120
4.426  0.821  0.805  13.000
2.882  3.693  0.535   4.600
1.108  1.535  2.055   8.080
4.840  1.089  0.555  10.280
1.468  2.192  1.510  10.920
2.319  4.103  0.580   5.480
3.585  4.040  1.970   8.000
3.647  3.786  0.765  13.840
2.310  2.732  0.735  12.720
3.962  2.009  1.445  12.400
3.470  5.555  2.234  13.480
1.839  0.995  0.225   4.240
1.706  1.165  0.740   4.360
2.774  1.544  1.915   8.440
3.493  5.092  3.421   9.800
1.695  3.227  1.835   5.880
4.409  1.084  1.770  17.320
2.596  3.212  3.995   8.640
1.897  1.220  0.260   3.480
2.083  1.695  0.440   6.000
3.673  4.278  1.015   9.280
2.731  3.002  0.485   9.000
4.264  3.391  2.828  11.160
3.792  2.707  1.380   8.160
3.390  1.048  1.660  10.120
3.184  5.075  0.685   7.080
3.644  2.677  0.930   9.560
3.504  5.130  5.129   8.600
2.242  3.036  0.725  10.320
3.332  4.628  0.740   4.520
3.498  3.196  0.990  15.120
1.883  1.176  0.195   3.920
3.322  3.001  1.340  14.320
1.047  1.922  1.240  14.200
3.843  3.121  1.840  10.800
1.301  0.599  0.910  13.240
1.106  1.548  1.270   9.160
1.114  1.535  1.480   9.120
1.511  0.734  1.245   7.840
1.317  1.501  1.385   6.440
1.439  1.523  1.720   7.240
1.651  1.157  0.525   3.880
