tmp_pygslib_file                        
  4
X                                       
Y                                       
V                                       
Declustering Weight
  11.0    8.0     0.0  2.7714500    
   8.0   30.0     0.0  2.5686080    
   9.0   48.0   224.4  1.9481610    
   8.0   69.0   434.4  1.5094970    
   9.0   90.0   412.1  1.3710340    
  10.0  110.0   587.2  1.9167310    
   9.0  129.0   192.3  2.4154030    
  11.0  150.0    31.3  2.3447000    
  10.0  170.0   388.5  2.3374850    
   8.0  188.0   174.6  2.4024430    
   9.0  209.0   187.8  2.7894550    
  10.0  231.0    82.1  2.4424410    
  11.0  250.0    81.1  2.4040000    
  10.0  269.0   124.3  2.4168390    
   8.0  288.0   188.0  2.6426820    
  31.0   11.0    28.7  1.5474460    
  29.0   29.0    78.1  2.4293220    
  28.0   51.0   292.1  1.1874270    
  31.0   68.0   895.2  .37244260    
  28.0   88.0   702.6  .33493070    
  30.0  110.0   490.3  1.4730990    
  28.0  130.0   136.1  2.0063310    
  28.0  150.0   335.0  1.0795120    
  30.0  171.0   277.0  .88530980    
  28.0  190.0   206.1  .96590440    
  31.0  209.0    24.5  .73700700    
  28.0  229.0   198.1  1.3644820    
  30.0  250.0    60.3  1.5889870    
  31.0  269.0   312.6  .95087840    
  31.0  289.0   240.9  2.1964700    
  49.0   11.0   653.3  .55705210    
  49.0   29.0    96.4  .74830140    
  51.0   48.0   105.0  2.0205190    
  49.0   68.0    37.8  .58872680    
  50.0   88.0   820.8  .34763900    
  51.0  109.0   450.7  1.0887300    
  48.0  129.0   190.4  .97016780    
  49.0  151.0   773.3  .36236090    
  51.0  168.0   971.9  .30451260    
  48.0  190.0   762.4  .31467110    
  50.0  211.0   968.3  .32255770    
  49.0  231.0   394.7  1.3404850    
  51.0  250.0   343.0  1.2117910    
  50.0  268.0   863.8  .41244750    
  51.0  290.0   159.6  1.5353450    
  71.0    9.0   445.8  1.3411460    
  71.0   29.0   673.3  .37735100    
  70.0   51.0   252.6  .60487180    
  68.0   70.0   537.5  1.4150990    
  69.0   90.0     0.0  .53232790    
  68.0  110.0   329.1  .66262730    
  68.0  128.0   646.3  .40001620    
  69.0  148.0   616.2  .31018860    
  69.0  169.0   761.3  .32090920    
  70.0  191.0   918.0  .35154730    
  69.0  208.0    97.4  .51264860    
  69.0  229.0     0.0  2.1203340    
  68.0  250.0     0.0  1.8558070    
  71.0  268.0     0.0  1.5451160    
  71.0  288.0     2.4  1.7946010    
  91.0   11.0   368.3  1.8981550    
  91.0   29.0    91.6  .69039920    
  90.0   49.0   654.7  .32798290    
  91.0   68.0   645.5  .38754790    
  91.0   91.0   907.2  .36954560    
  91.0  111.0   826.3  .31033620    
  89.0  130.0   975.3  .29742130    
  88.0  149.0   551.1  .60237230    
  89.0  170.0   155.5  1.0117830    
  89.0  188.0    10.7  1.3366680    
  90.0  211.0     0.0  2.4100030    
  90.0  230.0     0.0  2.2413790    
